id,device,timestamp,ACCURACY,Device_ID,EVENT_TIMESTAMP,SENSOR_MAXIMUM_RANGE,SENSOR_NAME,SENSOR_POWER,SENSOR_RESOLUTION,SENSOR_TYPE,SENSOR_VENDOR,SENSOR_VERSION,X,Y,Z
fd559108-c669-4c7a-b571-7b779538abc5-69,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379134,3,cce1d58557e202ec,27275112650000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.95342433,4.0180025,8.539958
fd559108-c669-4c7a-b571-7b779538abc5-69,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379134,3,cce1d58557e202ec,27275148387000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,1.0623871,3.8273177,8.458236
fd559108-c669-4c7a-b571-7b779538abc5-69,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379134,3,cce1d58557e202ec,27275184855000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,1.484618,3.2825038,8.185829
fd559108-c669-4c7a-b571-7b779538abc5-69,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379134,3,cce1d58557e202ec,27275220347000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.8308412,3.8954194,8.22669
fd559108-c669-4c7a-b571-7b779538abc5-69,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379134,3,cce1d58557e202ec,27275257731000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.8036005,3.7864566,8.839605
fd559108-c669-4c7a-b571-7b779538abc5-69,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379134,3,cce1d58557e202ec,27275293650000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.44947147,3.8954194,8.798744
fd559108-c669-4c7a-b571-7b779538abc5-69,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379134,3,cce1d58557e202ec,27275330271000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,-0.29964766,4.69902,9.41166
fd559108-c669-4c7a-b571-7b779538abc5-69,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379134,3,cce1d58557e202ec,27275365550000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.06810174,4.1269655,9.724928
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275401896000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,-0.06810174,4.167826,9.765789
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275438548000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,-0.06810174,3.5549107,9.80665
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275473155000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,-0.0,3.214402,9.80665
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275507090000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.06810174,3.2825038,9.684067
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275542460000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.14982383,3.3642259,8.962189
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275576884000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.25878662,3.636633,8.921328
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275610758000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.38136974,3.7864566,9.152874
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275644908000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.40861043,3.8954194,9.193735
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275678965000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.44947147,3.8954194,9.152874
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275713206000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.44947147,3.8681788,9.152874
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275747355000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.40861043,3.7864566,8.989429
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275782267000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.38136974,3.7047346,9.112013
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275817851000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.40861043,3.5140498,9.112013
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275854197000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.38136974,3.636633,8.962189
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275889384000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.40861043,3.636633,8.989429
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275925334000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.44947147,3.636633,9.071152
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275962046000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.44947147,3.7864566,9.152874
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27275998332000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.44947147,3.7455957,9.152874
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27276038859000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.44947147,3.7864566,9.030291
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27276075175000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.40861043,3.8681788,9.152874
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27276111247000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.40861043,3.7864566,8.989429
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27276147349000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.38136974,3.7864566,8.880466
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27276184062000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.29964766,3.7864566,9.071152
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27276219767000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.3405087,3.6774938,9.220976
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27276256083000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.38136974,3.7864566,8.989429
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27276296519000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.38136974,3.9362805,9.030291
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27276334208000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.38136974,3.8273177,9.152874
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27276371897000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.38136974,3.8954194,8.839605
fd559108-c669-4c7a-b571-7b779538abc5-70,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379135,3,cce1d58557e202ec,27276406931000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.44947147,3.8681788,8.989429
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276442454000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.40861043,3.8954194,9.152874
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276480753000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.44947147,3.7864566,8.989429
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276518443000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.44947147,3.8954194,8.689782
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276552989000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.4903325,4.0180025,8.921328
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276587290000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.53119355,3.7864566,9.112013
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276621562000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.53119355,3.8273177,9.030291
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276655619000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.44947147,4.0588636,9.071152
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276695902000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.40861043,3.8681788,8.880466
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276730509000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.4903325,3.7455957,8.580819
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276765360000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.29964766,3.7455957,7.995144
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276807932000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.25878662,3.4731886,7.5456724
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276844492000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.44947147,3.5957718,8.22669
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276880351000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.3405087,3.2825038,8.185829
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276916850000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.21792556,3.214402,8.267551
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276953379000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.53119355,3.405087,9.997335
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27276989176000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.38136974,2.901134,10.637491
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277027110000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.6810174,2.669588,10.909899
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277062144000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.9125633,2.8602731,9.915613
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277097514000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.95342433,2.7104492,8.771504
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277134471000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.87170225,2.669588,7.9679036
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277170542000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.6401563,2.3290794,7.000859
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277206461000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.8036005,2.5197644,6.578628
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277244517000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,1.0623871,2.5606253,7.763598
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277280924000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.87170225,1.7161638,10.337844
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277316325000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,0.95342433,1.0623871,10.337844
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277351817000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,1.56634,0.9942854,11.032481
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277389018000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,1.8387469,0.3405087,11.372991
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277428294000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,2.4789033,-0.25878662,9.80665
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277464457000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.3233647,-0.14982383,9.152874
fd559108-c669-4c7a-b571-7b779538abc5-71,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379136,3,cce1d58557e202ec,27277499674000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.5549107,-0.06810174,10.528529
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27277536509000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.445948,0.10896278,11.3321295
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27277573924000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.8273177,-0.14982383,11.291268
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27277609110000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.3233647,-0.44947147,10.147159
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27277643199000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.255263,-0.8308412,9.643207
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27277677439000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.214402,-0.6401563,9.193735
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27277711527000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.214402,-0.40861043,8.798744
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27277746195000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.214402,-0.3405087,8.308413
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27277780558000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.173541,-0.44947147,8.417375
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27277814646000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,2.7513103,-0.38136974,8.989429
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27277850627000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.255263,-0.3405087,9.071152
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27277888926000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.255263,-0.027240695,9.152874
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27277926127000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.405087,-0.25878662,9.220976
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27277962229000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.6774938,-0.6401563,9.575105
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27278000651000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.6774938,-0.4903325,9.452521
fd559108-c669-4c7a-b571-7b779538abc5-72,8ffa2244-c5dc-4ae3-b9c3-8c593440edd8,1362379137,3,cce1d58557e202ec,27278037730000,39.24,BMA150 3-axis Accelerometer,0.2,0.15328126,1,Bosh,1,3.5140498,-0.61291564,8.962189
